country,exp0,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,imp0,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9
Ghana, 181002.54199999996, 4255530.404999999, 10871897.313999997, 5489601.600999998, 297155.587, 482986.99900000007, 63918.919, 69423.22900000002, 15329.681000000008, 8420.196000000002, 1322961.838, 3366479.044, 279776.2379999999, 1059235.743, 3471541.579000001, 2543104.261000001, 3250198.2819999987, 1994228.7049999991, 1025231.1519999999, 108515.09599999998
Gibraltar, 1279.0929999999996, 6939.724, 903.7829999999999, 7147.285, 5170.399, 1827.384, 128349.584, 3912.141, 1202.2299999999998, 706.032, 52101.260000000024, 165293.02600000004, 19714.358999999997, 6606260.248000001, 41160.12900000001, 140696.25699999998, 1224105.289, 120059.49399999998, 54068.75, 5038.558
Kiribati, 177.012, 79804.62500000001, 0.391, 113.258, 563.8739999999999, 105.00299999999999, 4747.786, 678.8290000000002, 96.81900000000003, 4.816, 7412.480000000001, 36530.117000000006, 362.48199999999997, 14909.11, 5412.999000000001, 6873.3269999999975, 9181.598, 12506.098000000002, 6075.777, 779.9029999999999
Greece, 2400971.0530000012, 7725695.678999994, 484831.9050000001, 12063269.492999999, 4523360.147000003, 5456435.495999999, 377896.54, 2607715.9370000004, 1255295.7699999989, 140205.75099999996, 5742788.18, 10163440.720999999, 798150.6070000001, 15608148.459999993, 4167690.451000001, 10672962.042000001, 4631351.590999999, 6842491.653999998, 3589222.896, 288243.18399999995
Greenland, 517.6959999999999, 1219632.1269999996, 980.5150000000001, 1042.7, 964.9639999999998, 134.149, 20070.006, 1598.7500000000005, 406.545, 947.4839999999999, 63772.313, 190735.8629999999, 16004.782999999996, 151629.19400000002, 51009.10300000001, 48489.695000000014, 307836.70900000003, 120086.70899999989, 39563.94799999999, 3001.0470000000014
Grenada, 310.31699999999995, 30575.977999999996, 218.958, 3.659, 1306.1689999999999, 2015.9360000000006, 454.05400000000003, 1016.6659999999998, 99.06299999999997, 40.42399999999999, 12480.536, 73783.97399999999, 7758.713, 12445.805, 13820.159, 25705.583000000006, 82531.53900000002, 31214.449999999997, 20584.367000000002, 2964.6269999999995
Guam, 383.80099999999993, 3484.5089999999996, 822.128, 663.268, 7898.721, 2716.8889999999997, 628.792, 5288.2660000000005, 5285.790999999998, 29.979000000000003, 36214.534, 179207.934, 14697.672000000002, 574519.417, 29268.225, 38805.15600000001, 77861.82400000001, 59873.070999999996, 65477.165, 1175.387
Guatemala, 1902895.5129999998, 6624089.533, 140546.59399999992, 573941.8790000001, 687361.2460000002, 1524913.7900000005, 47214.416999999994, 195919.40500000014, 62492.36799999997, 26335.277000000006, 1721206.9800000002, 4012364.161999999, 235562.42400000003, 3052490.239000001, 1423818.2059999995, 3660922.779000001, 1383812.17, 1908848.958, 1568187.8760000004, 87605.78400000001
Guinea, 3256.015000000001, 149038.486, 2855351.982, 2902520.5450000004, 30864.516, 123333.62900000002, 4336.994, 7845.617999999999, 1744.12, 89.852, 432257.29899999977, 962435.5650000001, 130220.41099999995, 271637.78900000005, 388263.34099999984, 574867.4770000001, 638681.262, 628031.9340000005, 366771.5520000001, 13745.168
Guyana, 3983.82, 431387.2149999999, 774829.467, 365621.20800000004, 110221.68400000007, 120416.60400000002, 1606467.8270000005, 480951.0679999999, 81380.74000000002, 799.2679999999998, 110158.38500000005, 350172.52100000007, 31127.24600000001, 435382.57100000005, 362818.48199999984, 430002.20400000026, 2717578.3709999993, 753853.2800000004, 145398.49400000006, 8192.565999999997
Haiti, 1129553.9890000003, 100309.113, 988.44, 1009.169, 21495.417, 65886.437, 3386.138, 5176.206, 3680.0900000000006, 1230.882, 428414.74199999997, 905430.9980000004, 31653.177000000014, 314813.8410000001, 183031.88999999993, 232424.82399999994, 109569.78800000002, 152513.88199999998, 136092.07499999995, 21037.637000000002
Honduras, 3757350.530000001, 2744093.603, 127224.502, 215224.961, 205662.662, 265722.6689999998, 44643.596, 47637.031, 386165.15700000006, 10145.699, 2637900.2970000003, 2299800.0160000008, 142068.214, 1561459.6429999992, 719909.791, 1912276.2380000006, 576700.736, 990083.2390000003, 943156.4770000005, 44049.591
"China, Hong Kong SAR", 6619816.057999995, 10139972.62100001, 30388948.334999993, 495263.6519999997, 4875110.686, 5982815.397000001, 1422431.186000001, 23010662.198000003, 34309875.676000014, 1048966.9980000001, 19197194.109, 36004377.20099998, 61583357.432999976, 16283455.008000001, 8964330.475000003, 23839425.307000007, 11431348.497, 98653560.27800009, 295690606.44200027, 5403189.692000001
Hungary, 4033550.604000001, 13155372.739000006, 1948619.397, 3481095.3360000015, 5589153.356999999, 17932278.689999994, 22117152.183, 25167852.221000005, 27467867.67000001, 240713.00300000003, 5414278.231000001, 9703208.105, 1480889.3480000007, 8888651.481999999, 9655027.584, 17750235.2, 14628524.958999999, 22253957.149999984, 24769506.69900001, 240341.02699999997
Iceland, 28582.02800000001, 2536111.986, 5023.53, 111571.57599999997, 2465486.923999999, 104188.12299999998, 252869.84600000008, 403976.8010000001, 74632.67700000001, 6546.097, 492746.3429999999, 1016215.4230000001, 87895.38400000002, 703821.0199999999, 432870.0400000001, 1282307.0720000006, 901003.8709999999, 972127.6120000002, 765636.5949999999, 23961.610000000004
Indonesia, 22345625.101, 50925582.73100002, 8578531.107000003, 39405723.98100001, 14494113.432999995, 18265750.473000005, 11206227.898999998, 9535708.022999994, 11112978.439000005, 70924.61499999996, 12180310.746999986, 22046106.208000015, 3488571.407, 23129910.677999996, 18690894.149000004, 25896777.28999999, 10538968.136, 29948116.530999977, 19339466.34300001, 240631.6030000001
Iran, 219626.50200000004, 2101586.145000001, 242845.297, 15002075.903, 2038533.0170000007, 5154173.655, 40276.53299999999, 154753.159, 17278.925999999996, 14520.264, 2573710.9689999986, 11467007.086, 542236.6539999997, 406960.49600000004, 1429749.155, 6721778.873000001, 1188542.17, 6753506.766999996, 3768072.681, 79077.352
Iraq, 2405.547, 427018.26399999985, 2547310.846, 78571000.99100001, 83425.48899999996, 24061.766999999993, 2264.0139999999997, 8980.990999999998, 5908.562, 1704.727, 4260735.044000001, 10196220.089000005, 3559807.2130000005, 4045196.305, 3547904.0990000004, 5270231.097, 4791630.921999998, 7060521.875999997, 6895551.155, 94359.712
Ireland, 1099691.2929999996, 18603776.69000001, 559364.955, 1618697.8250000004, 1434919.66, 119741347.70099996, 2246227.077, 27806697.50500001, 16871839.070000004, 289791.829, 5549412.6329999985, 13415797.150999997, 1461304.9630000005, 6170174.8719999995, 3663245.2319999994, 20420737.97199999, 12225046.659, 17247706.48599999, 6864538.251, 677488.355
Israel, 1535763.2580000008, 2707679.5439999998, 12183093.805000003, 2065487.9800000002, 2257246.4710000004, 13899781.561000003, 1410232.9380000003, 12039615.159000007, 7660653.461999999, 219539.845, 5014342.9169999985, 8551132.007, 7766322.185000001, 4939177.982, 4542470.076000001, 10141494.760000002, 10656228.452999996, 13076130.665999996, 7736764.865000001, 436477.278
Italy, 61274667.16599997, 74680169.22900009, 26426165.97100001, 17009788.951, 48850962.95299996, 90104348.19799997, 53079032.91499997, 119952436.11700007, 31946759.190999996, 1936360.3860000002, 38741106.587, 68899260.265, 16813262.414, 67564141.86800002, 43949183.169000015, 87082811.26100004, 52463571.683999985, 65907578.96099998, 36935694.694999985, 1340832.5430000005
C�te d'Ivoire, 492220.59799999994, 7663814.569, 1093976.4139999996, 2406590.82, 54775.914, 1604449.6510000005, 284156.36100000003, 113001.06400000004, 17733.208999999995, 4884.72, 578734.8959999997, 2656738.949000001, 163084.82599999994, 2127313.2669999995, 903293.7550000001, 1735615.8100000012, 749045.6610000004, 1307503.2359999996, 722165.8259999995, 32372.191999999995
Jamaica, 6067.448000000001, 398055.85099999985, 11077.830999999998, 369029.83400000003, 28337.580999999995, 999570.4329999997, 6176.607, 22789.473999999995, 10494.543, 1194.4689999999998, 298949.23900000006, 1410627.5229999996, 140452.324, 1302030.1230000001, 414887.49500000005, 729149.826, 572230.3150000001, 691183.5159999998, 313277.14700000006, 39534.055
Japan, 10156204.1, 13304345.253999999, 20029328.10500001, 15246763.536000008, 55783835.182000004, 97071785.36199996, 175244050.17100003, 192080827.33100006, 110886927.94099997, 6116698.418, 50086763.55799994, 87968412.22999994, 16148966.329, 163601691.312, 34828160.18999998, 77901558.116, 31759157.384000007, 103162307.64599998, 87176370.10700005, 1540559.977
Kazakhstan, 221976.69999999992, 3465903.3479999984, 602793.8870000001, 43356760.342999995, 8363785.189, 3110389.5790000004, 586537.2109999999, 415442.1480000001, 210141.3330000001, 4048.504, 4573842.198000002, 5252501.040000001, 1226813.367, 2648474.184000001, 4438882.494, 5555856.969999999, 4094053.4669999997, 8822584.346999997, 4275287.058000001, 99296.68700000002
Jordan, 2090655.4260000002, 1359467.5370000002, 375467.5150000001, 780294.4330000001, 359320.41299999994, 3320345.935, 68968.391, 368022.5369999999, 178356.03699999998, 11465.352000000003, 2509476.6409999984, 4593409.267, 756681.886, 3878209.5559999994, 1452355.993, 2947777.620999999, 2665857.3619999993, 2224800.814, 1421604.518, 63373.87100000001
Kenya, 569972.6590000002, 3561772.062, 121198.93499999998, 727157.3960000001, 270784.836, 575284.0920000001, 111627.74199999997, 206534.61500000008, 75989.64299999998, 34589.534999999996, 1729855.4389999998, 3080822.1819999996, 317189.41700000013, 3517722.329999999, 1679808.813000001, 2992134.3379999986, 1937822.7780000004, 2076842.6750000012, 1352055.9590000005, 76194.438
Dem. People's Rep. of Korea, 44212.004999999976, 10930.912000000002, 6322.8499999999985, 36094.556999999986, 44795.694000000025, 33071.32700000001, 20296.556000000004, 102822.18999999997, 9353.892999999998, 513.327, 824313.080999999, 926311.7660000002, 104352.32999999999, 73228.05799999999, 3259.134, 604797.9889999995, 558.4839999999999, 160255.6140000001, 4611.0650000000005, 1183.481
Rep. of Korea, 14918314.066000003, 12931806.977999996, 6083533.133000001, 43550705.512, 48383905.69600001, 86103531.2899999, 85368737.94499998, 95950383.60199997, 160346981.02099994, 1214500.5449999995, 23890862.713000007, 42436946.98999998, 8888222.114999993, 137300125.59199995, 37152183.390999995, 55645568.864999965, 21523384.491000004, 72938147.99299993, 83589227.232, 1575188.3370000005
Kuwait, 161000.75200000004, 528801.412, 255941.044, 50517320.985, 407764.79300000006, 3775593.454000001, 3513940.2910000007, 474525.912, 192946.27299999993, 5578.816999999999, 2537333.1080000005, 5962948.475, 1598389.2989999996, 1509441.0910000002, 3943645.8469999987, 4083216.9390000002, 5239331.418999999, 5034899.978000001, 3007159.0709999995, 71988.38699999999
Kyrgyzstan, 183289.4589999999, 290125.48799999984, 1708473.8460000001, 332228.35900000005, 132349.596, 101219.91699999999, 80472.88199999995, 79564.87300000004, 18395.598, 1642.497, 3989574.348000001, 1582727.4000000004, 215162.1, 813530.135, 540850.049, 756961.1780000001, 421053.55000000016, 697264.905, 552885.2440000002, 13764.419
Lao People's Dem. Rep., 494250.91399999993, 1780984.0709999995, 296442.098, 2122455.965, 491558.4430000004, 688457.013, 12104.228, 89386.12199999999, 668891.0179999998, 2976.7290000000003, 319961.684, 1513343.3299999998, 185166.94599999997, 1056508.5570000003, 877711.0400000004, 961760.2300000002, 642048.337, 923082.6790000004, 712115.5129999999, 9466.37
Lebanon, 100726.53200000002, 829134.8180000002, 1777130.5359999996, 11549.505000000001, 309086.876, 319519.15200000006, 9832.120999999997, 542948.558, 105673.69799999995, 68728.36699999998, 1024093.6890000001, 3140622.3030000003, 1538999.4179999996, 3397002.698, 734140.4159999997, 2420113.983000001, 1226852.255, 1597489.08, 962574.1850000004, 102790.44999999998
Lesotho, 559260.1920000002, 37786.16, 477829.686, 1943.7020000000002, 1718.0460000000003, 4307.608, 1242.1459999999997, 14801.17, 41007.074, 111.159, 276170.18700000003, 451192.6050000001, 17030.92, 241989.51799999998, 71625.46099999995, 166851.87199999992, 88798.44, 122660.54100000006, 83887.709, 6732.894
Latvia, 907819.0010000003, 5759473.479000002, 445412.425, 957484.5320000004, 1264824.9749999999, 1788366.8689999988, 929205.0130000002, 1427192.4700000004, 1487220.7150000008, 143734.52000000002, 1187121.8189999997, 4384005.398999997, 398955.855, 4506541.673, 1413844.0650000004, 3025852.0899999994, 1996149.247, 2437421.903000001, 1890202.9409999999, 45566.65699999999
Liberia, 1188.62, 58122.09299999999, 183819.28000000003, 312131.30500000005, 10389.218, 138509.579, 1111514.4200000004, 6074.632000000001, 2548.2250000000004, 1174.9189999999999, 82871.22600000002, 315186.04999999993, 17097.767, 1334763.005, 251895.20100000026, 180419.788, 6718912.199000001, 569872.1470000006, 129838.26899999997, 2823.8079999999995
Libya, 2609.086, 37557.099, 1198033.334, 24703221.709, 273864.11699999997, 54372.170000000006, 1854.147, 11408.663999999999, 944.9919999999998, 264.075, 1553181.2159999995, 3467439.0249999994, 777169.9109999998, 2369326.4529999997, 727112.3760000002, 1649106.5690000008, 1462755.5460000003, 1522598.4459999998, 1516281.294, 73803.91500000001
Lithuania, 4110219.624999998, 7847324.256999998, 594889.09, 4301252.441000001, 1872075.157000001, 6011500.754999996, 1823346.3440000007, 3902219.1789999995, 2099491.4870000007, 131386.28000000003, 2193249.1080000005, 6164935.2700000005, 535458.262, 4806232.581999998, 2363827.778000001, 5765017.058, 3664769.623000002, 4377107.504999999, 2615998.073999997, 62282.16499999998
Luxembourg, 833637.8949999998, 1971585.0079999988, 568703.799, 167852.71299999993, 4499265.275999998, 3388381.175999999, 1289104.5400000005, 2313015.8410000023, 1001086.1150000002, 51657.121999999996, 1360240.743999999, 3576285.546999999, 541749.9730000002, 2665079.5469999984, 2940792.512000002, 4008208.6220000023, 4312875.467, 3464484.4059999976, 2065312.203, 367123.40800000005
"China, Macao SAR", 161271.16100000005, 176624.87399999995, 154216.604, 5767.026, 78160.80500000004, 110258.82400000001, 25198.879999999997, 230944.5689999999, 312186.1250000001, 13987.155, 1010814.5049999997, 2430746.487, 898567.2459999995, 854244.266, 329414.7859999999, 676505.819, 901835.5210000004, 1598526.492, 592665.8879999998, 51502.86200000001
Madagascar, 675961.5539999999, 1187523.1530000002, 340737.83499999996, 230339.0560000001, 594392.25, 104266.95500000002, 8907.235000000002, 45713.303000000014, 4551.319, 6803.747999999999, 727968.906, 786555.2420000003, 70166.18299999999, 735490.547, 224423.79300000003, 486349.8539999997, 291862.71299999993, 387683.33100000006, 204433.43999999997, 26864.141999999993
Malawi, 39345.953000000016, 930048.2899999999, 22566.549, 461.433, 8105.965999999999, 17413.967999999997, 9230.055999999995, 11440.399, 9980.156000000003, 173.34799999999996, 159799.2690000001, 400303.999, 36133.453, 266787.882, 204747.97600000005, 672248.3869999998, 189350.653, 412636.36500000005, 175034.79499999995, 287417.01399999997
Malaysia, 6940367.684000002, 27829853.069999978, 5035320.578999998, 41133585.85500001, 15271391.062, 28085966.532999996, 4789810.553999998, 37182401.767999984, 106072396.07400003, 608069.458, 8628922.587000003, 21381584.074, 6815325.406999997, 35446164.219, 19108242.032999992, 26322441.648000013, 9630052.576999996, 28541082.757999986, 50537173.716000006, 395941.12
Maldives, 515.859, 208281.40599999996, 1934.6609999999998, 30444.105999999996, 5057.208, 786.3449999999999, 949.69, 3748.3430000000003, 975.6410000000001, 47.43000000000001, 162942.36099999998, 522196.735, 66963.48699999998, 446603.164, 167727.89200000005, 206772.20499999996, 114585.70399999997, 278919.16699999984, 169654.02899999998, 11839.693000000001
Mali, 100364.17499999999, 196748.74600000007, 4497395.767, 342.96000000000004, 5342.375, 20985.83300000001, 15000.092, 20064.628000000004, 8136.553999999998, 2839.929, 339636.43899999984, 758883.762, 38561.97699999999, 1017952.8959999998, 173959.131, 668857.417, 428467.4, 383082.89800000016, 289147.3079999999, 11113.351999999999
Malta, 192763.144, 445172.05399999965, 48854.45900000001, 803277.0219999995, 88095.94099999996, 822396.7900000002, 463377.29500000016, 647155.2769999999, 987265.6399999999, 224444.78499999995, 561874.929, 1189547.8760000004, 161196.31200000003, 6138888.226, 290672.0520000001, 1268124.4610000004, 3967981.753000002, 994665.6480000002, 786215.7669999999, 37215.635
Mauritania, 2068.0030000000006, 1836662.253, 600213.649, 1901331.9790000003, 14707.769999999999, 32551.600000000017, 922.066, 4760.741000000001, 2173.092, 37.769000000000005, 662861.4680000008, 1082954.592, 92645.24600000001, 208770.124, 356013.88300000003, 375738.3989999998, 589925.867, 521898.2100000003, 305804.623, 8214.21
Mauritius, 759355.2629999998, 820630.8380000002, 144112.95500000002, 128037.50099999999, 40463.34199999999, 269237.0770000001, 91582.327, 170682.57200000004, 94508.395, 13103.902000000002, 582143.6020000004, 1306418.246999999, 220159.029, 1099346.337, 344138.15800000005, 618034.2630000002, 767172.2529999999, 636163.7849999999, 369884.3330000003, 24591.904000000006
Mexico, 18675237.582, 40997260.39000002, 10672835.349, 35413324.161, 18285134.626000006, 23951394.001000006, 131382753.478, 108936600.80800003, 91375370.32399997, 537337.3340000001, 16871897.396, 36808989.45599999, 4221138.789000002, 41145162.129, 34650284.758999996, 57919613.455999985, 45786458.13299998, 94751351.954, 99506537.68399999, 987499.5730000001
"Other Asia, nes", 12527730.351, 8312871.185, 3954741.185, 10813248.729, 28797386.330999997, 42248635.42600004, 11751184.734999996, 68144225.68400003, 163038131.93499997, 985649.7590000003, 6005779.167000002, 19256268.759999998, 5198424.178999999, 49964281.04499999, 20397695.532999992, 32831273.01699997, 11502216.221, 53083101.50700001, 63841240.01499999, 1765048.0310000007
Mongolia, 311238.52700000023, 193428.57900000006, 1045048.2640000001, 6372996.790000002, 114470.34399999995, 6735.144000000002, 78980.86799999999, 37947.26200000001, 3945.9750000000004, 1222.1459999999997, 187853.7479999999, 804400.1230000003, 134471.66099999996, 1355600.8199999994, 506246.7000000001, 607340.2700000003, 1236917.6369999996, 1025588.7029999997, 359620.0559999999, 11126.868000000002
Rep. of Moldova, 718358.0629999998, 1302311.3389999997, 61274.23, 24340.231000000003, 178347.27100000007, 191957.4429999999, 30175.04300000001, 106546.074, 683455.5089999993, 1539.42, 567607.094, 1150136.3520000002, 163214.18500000006, 663446.3280000001, 493996.4349999999, 1005021.0130000006, 475740.271, 691487.9210000008, 663169.15, 18628.170999999995
Montenegro, 3152.4229999999993, 63904.993, 7374.478, 84962.468, 130313.40600000003, 49130.66100000001, 32067.429000000004, 25968.902000000006, 8173.6140000000005, 2134.561, 239023.83100000006, 763893.4790000005, 102836.72600000001, 353419.567, 272760.11500000005, 424645.06399999995, 322458.45199999993, 297395.453, 181204.25499999998, 11971.674000000003
Montserrat, 917.533, 620.8849999999999, 2.1950000000000003, 2346.393, 1029.626, 131.257, 244.26999999999998, 967.4879999999999, 561.738, 3.2449999999999997, 434.236, 3459.0840000000003, 213.573, 5864.321, 758.5549999999998, 1033.6380000000001, 1304.475, 1918.225, 1265.5059999999999, 17.596
Morocco, 5793567.349000004, 7022333.021, 389993.6960000001, 1847174.6510000012, 737679.8069999998, 5326787.494000001, 5337573.575000001, 728053.2030000001, 5738482.272000002, 14296.280999999999, 4704176.230999999, 7258578.494999998, 919685.6780000003, 7912831.994, 4091108.6459999993, 6328213.801000002, 6300930.449000001, 6792810.358, 4719487.025, 162799.24599999996
Mozambique, 75469.76599999999, 1246418.8880000003, 420713.921, 2675931.7710000006, 1159667.2980000004, 39579.00199999999, 3315.688, 14751.300000000001, 6988.912, 17924.531000000003, 672528.8369999999, 1803705.130999999, 190346.5169999999, 4370299.189, 893388.3169999999, 1538630.447, 548755.9619999997, 1064282.4189999995, 522824.5810000001, 45497.063999999984
Oman, 71200.642, 899334.2039999999, 562645.188, 27374387.593000002, 3426189.3850000007, 3866153.4450000008, 817654.1349999997, 179461.72799999997, 322983.01, 4476.643999999998, 1596497.1450000005, 4236601.0419999985, 1751409.1190000002, 2452448.88, 3052669.1680000005, 3307738.5310000004, 5286813.316999999, 5239177.272000004, 2926169.7530000005, 148520.543
Namibia, 12460.684, 1338607.3129999996, 1726390.6519999998, 951678.5739999999, 1868252.1630000002, 598610.933, 372990.15900000004, 89537.48900000006, 39986.79299999999, 5441.918999999998, 336819.13900000026, 1124174.9310000006, 243795.86300000004, 1432975.6729999997, 1657378.6020000002, 851228.9069999999, 841575.9950000003, 720469.9640000005, 309248.11899999983, 25320.827000000005
Nauru, 1068.3129999999999, 15194.405000000002, 15.14, 9558.633, 325.775, 580.242, 405.53999999999996, 1970.9990000000003, 2977.5460000000003, 20.508, 1921.4580000000003, 13391.494999999994, 343.323, 48202.80099999999, 2137.3690000000006, 2685.3069999999993, 5678.23, 10910.806999999999, 2598.6270000000004, 440.45000000000005
Nepal, 344210.3060000001, 408653.48200000025, 10609.482, 158.742, 59707.44700000001, 83709.27899999998, 1162.7239999999997, 15433.211, 2895.8869999999993, 3984.6849999999995, 859550.5270000005, 1455338.7549999987, 543720.1, 1970454.6500000004, 1405459.9450000005, 1070000.623, 837628.9609999997, 1094002.2169999995, 853450.3630000007, 34452.01500000001
Netherlands, 22417161.303000007, 107251961.00099997, 3904856.252000002, 68347257.286, 30098973.464000005, 105244506.18700008, 32548329.176, 108503529.25300002, 52518111.66899999, 2682430.5090000005, 34364337.91300001, 85373627.03700005, 5711835.097999997, 117549379.78600007, 39000947.63599996, 88324935.97899996, 41723853.41000001, 107807630.90699996, 68814386.359, 2035086.4550000005
Neth. Antilles, 27404.20599999998, 138238.4, 98201.89199999999, 743604.5940000002, 4733.7530000000015, 16369.09, 61921.047999999995, 19313.581000000006, 7063.0689999999995, 875.571, 155427.67200000002, 305750.8260000001, 125639.99100000001, 1266194.81, 47679.18199999999, 97914.80999999998, 256941.20600000003, 171742.59100000004, 76839.175, 11754.053000000002
Cura�ao, 9647.408000000003, 32060.617000000006, 176877.451, 77877.162, 12992.235999999999, 37335.86399999999, 2690.0489999999995, 28246.349000000002, 6011.563, 2279.2799999999997, 83821.30500000001, 272140.46299999993, 43125.49399999999, 186714.062, 39590.09700000001, 125539.844, 98301.321, 125953.85999999999, 68306.50000000001, 4323.334999999999
Aruba, 2084.7999999999997, 8033.763000000001, 1984.8220000000001, 45984.181, 7189.923999999999, 6804.102000000001, 373.92699999999996, 4658.759000000001, 2941.1580000000004, 360.51099999999997, 67124.826, 305189.53899999993, 75507.615, 191040.05599999998, 40979.422999999995, 112666.86000000002, 53405.281999999985, 146628.81799999997, 87946.08599999998, 4178.061
Saint Maarten, 1679.4820000000002, 2361.856, 5389.016, 230.18299999999996, 1529.5600000000002, 1068.0539999999999, 4595.285, 1713.8829999999991, 598.3339999999998, 345.349, 39400.91600000001, 154673.56700000004, 352079.888, 13400.918, 30508.744999999995, 48193.392, 81586.18300000002, 102198.36600000001, 38490.81899999999, 2305.298
Bonaire, 37.914, 333.65099999999995, 0.073, 41684.894, 47.323, 54.306, 33.078, 1093.0520000000004, 214.333, 4.731, 9717.003, 31586.38799999999, 5065.163999999999, 327152.21599999996, 10116.705999999995, 16557.469, 6036.517, 13546.312000000002, 9438.014, 964.796
New Caledonia, 975.1940000000003, 9939.924999999997, 461.46200000000005, 448427.682, 1220927.7490000005, 21271.810999999998, 6410.4890000000005, 10153.295999999997, 5630.332000000001, 270.59600000000006, 84505.6669999999, 377201.1759999998, 25312.053999999993, 502729.653, 128314.799, 280528.11299999984, 512898.3800000001, 372956.34500000003, 185964.63500000007, 10551.311
Vanuatu, 367.775, 135115.95600000003, 4.804000000000001, 31.729999999999997, 482.63499999999993, 393.6980000000001, 22715.668999999998, 458.3830000000001, 1380.292, 1715.69, 22753.23300000001, 78513.48999999998, 5308.424, 22111.017000000003, 20569.534, 24135.073999999993, 33142.11, 37470.40599999999, 19858.69, 2189.82
New Zealand, 817803.356, 30638490.968000017, 528682.0530000001, 888752.9660000002, 1470209.818999999, 2573986.881000002, 421882.93899999995, 2330415.398, 718867.8769999997, 69944.57100000001, 2974428.1550000003, 5997541.392, 835920.2590000003, 4357400.760000002, 2130651.644000001, 5395923.127000002, 6648310.242999998, 7974937.144999997, 3328775.972000001, 224881.21600000013
Nicaragua, 1630092.9719999998, 2518123.7649999983, 704913.1559999998, 18364.573999999993, 40766.13500000002, 80394.28500000002, 9675.153, 35595.28300000001, 529818.5769999999, 893.689, 1340336.2810000004, 1345044.2439999995, 77751.54399999998, 891372.7539999997, 375641.3140000001, 1161911.125, 162791.182, 521544.1979999997, 517499.1880000001, 30976.128
Niger, 1697.822, 244385.51799999998, 460544.96200000006, 62523.56999999999, 2793.807, 65592.906, 3344.0630000000006, 7482.051000000004, 2039.6879999999992, 1416.541, 108683.90800000001, 450457.76700000005, 9749.265000000001, 104999.15, 120567.81800000006, 235661.52800000005, 183246.29600000006, 198789.60600000003, 131269.37999999998, 3080.389
Nigeria, 58873.861999999994, 2215035.8789999993, 400534.2460000001, 54787648.816999994, 2528935.461000002, 445513.6539999998, 3283386.709, 57328.571, 29741.086999999996, 11912.477999999997, 4912433.819000002, 6961235.770999996, 2206297.547, 10496604.656999996, 3802546.2269999986, 7262281.235000001, 4681144.784, 6909807.917999998, 4360096.386999998, 898624.9410000001
Niue, 236.38199999999998, 347.002, 127.35199999999999, 0.716, 39.888999999999996, 226.637, 58211.740000000005, 802.625, 104.78899999999999, 17.747999999999998, 501.9260000000001, 4074.2359999999985, 127.90099999999998, 2702.46, 735.098, 1521.6029999999996, 6858.705999999999, 9429.815, 751.5430000000001, 46.53
Norfolk Isds, 27.768, 1008.3169999999999, 4.1, 42.326, 81.969, 894.0619999999999, 75.92200000000001, 512.048, 14.415000000000001, 39.853, 5205.3099999999995, 5200.594000000001, 418.12500000000006, 2853.379, 778.1329999999999, 1229.5539999999996, 1628.8779999999997, 5908.42, 533.308, 24.448
Norway, 833467.1760000001, 15218028.934000002, 904274.2840000003, 60675586.849999994, 9354642.606000002, 8080748.610999995, 4554292.477, 6759268.897999996, 2808799.764999999, 116051.91800000003, 7381549.591999998, 11004640.351999993, 1742434.1339999996, 8327930.164999997, 8503779.969, 10494046.203999998, 15977632.408000005, 16409034.661999999, 8464972.309000002, 546539.7540000001
N. Mariana Isds, 58.08699999999999, 150.84799999999998, 9.186, 15.505, 2748.0430000000006, 137.235, 4.444000000000001, 452.459, 107.58200000000001, 0.642, 8671.792, 59296.36100000002, 8513.076, 42597.541000000005, 6461.957, 3558.550999999999, 16859.757999999998, 16925.377999999997, 4746.221, 160.168
FS Micronesia, 207.20800000000003, 128127.047, 0.0, 31.536, 296.25, 95.26399999999998, 110.34899999999999, 253.55800000000002, 111.267, 37.279, 9190.505000000003, 48335.205, 523.2810000000001, 6966.185000000001, 7838.902999999999, 7276.494, 10433.988000000001, 15940.817, 12349.315999999999, 1882.377
Marshall Isds, 1579.4670000000006, 99039.17499999999, 138.36999999999998, 25046.042999999998, 3854.763, 14354.296, 922817.4560000001, 8617.999, 34625.364, 114.77199999999999, 11390.211000000003, 48023.309000000016, 2066.7660000000005, 874987.6079999998, 86128.02999999993, 46770.74300000004, 7222989.779000001, 549138.2900000004, 43207.893, 840.8879999999999
Palau, 26.919, 12822.633999999996, 53.63, 51.255, 437.13599999999997, 192.20899999999997, 629.1259999999999, 4856.135000000001, 3272.442, 31.941000000000003, 4812.405999999998, 30337.98999999999, 2262.9929999999995, 19470.462, 7345.922, 5804.638999999999, 8791.087, 13996.748, 9228.954999999998, 311.171
Pakistan, 15052812.921999995, 6711822.470999999, 212698.11499999996, 1116196.2220000005, 943712.8000000007, 919286.7610000002, 364617.931, 1166552.3900000001, 73009.61199999998, 14990.528, 5342604.097999996, 6943625.306999997, 522094.4580000003, 12591131.589000002, 4912900.1410000045, 8949452.502000002, 2537754.063999999, 6667130.471000001, 4258574.641000001, 102118.788
